Amount,Final_Origin_Balance,Final_Destination_Balance,Fraud,Transaction_Type_CASH_IN,Transaction_Type_CASH_OUT,Transaction_Type_DEBIT,Transaction_Type_PAYMENT,Transaction_Type_TRANSFER
199466.34,0.0,462700.13,0,False,True,False,False,False
102434.88,0.0,867127.36,0,False,True,False,False,False
30945.19,0.0,0.0,0,False,False,False,True,False
7089.21,0.0,0.0,0,False,False,False,True,False
103124.82,103501.82,0.0,0,True,False,False,False,False
86149.28,0.0,2767306.84,0,False,True,False,False,False
393426.25,1234498.92,918267.77,0,True,False,False,False,False
78479.46,0.0,3066536.26,0,False,True,False,False,False
114501.26,114501.26,790399.73,0,True,False,False,False,False
273753.1,898505.9,62712.03,0,True,False,False,False,False
296368.23,5310025.97,864928.73,0,True,False,False,False,False
343186.5,344465.5,3448768.36,0,True,False,False,False,False
149531.31,0.0,1309360.51,0,False,True,False,False,False
26323.98,314639.46,0.0,0,False,False,False,True,False
84319.4,0.0,712270.23,0,False,True,False,False,False
111307.25,1981677.62,2626539.14,0,True,False,False,False,False
47343.29,0.0,1026054.24,0,False,True,False,False,False
120099.22,0.0,357808.48,0,False,False,False,False,True
295704.99,0.0,720418.43,0,False,False,False,False,True
248834.61,0.0,5190036.37,0,False,True,False,False,False
739.49,335596.51,0.0,0,False,False,False,True,False
7144.81,105869.19,0.0,0,False,False,False,True,False
202655.52,1152590.01,256553.47,0,True,False,False,False,False
123932.62,0.0,573319.74,0,False,True,False,False,False
654443.91,0.0,2244470.69,0,False,False,False,False,True
25945.66,0.0,5496692.24,0,False,True,False,False,False
22956.66,0.0,6265650.38,0,False,False,False,False,True
25629.65,0.0,657217.78,0,False,False,False,False,True
102945.12,0.0,2685140.22,0,False,True,False,False,False
299591.92,310012.92,144404.3,0,True,False,False,False,False
181321.91,208805.91,87465.73,0,True,False,False,False,False
11455.44,0.0,0.0,0,False,False,False,True,False
144889.55,0.0,1834335.15,0,False,True,False,False,False
393037.05,0.0,9791205.0,0,False,True,False,False,False
58186.69,865460.61,488712.65,0,True,False,False,False,False
10759.56,334358.6,0.0,0,False,False,False,True,False
9791.76,39762.76,1884198.5,0,True,False,False,False,False
9149.18,11640.82,0.0,0,False,False,False,True,False
24575.21,0.0,0.0,0,False,False,False,True,False
97063.38,0.0,287833.36,0,False,True,False,False,False
327519.13,3478912.92,2301281.38,0,True,False,False,False,False
72157.91,0.0,163297.27,0,False,False,False,False,True
269018.1,824788.22,4569623.75,0,True,False,False,False,False
8945.09,0.0,0.0,0,False,False,False,True,False
351639.54,374617.54,0.0,0,True,False,False,False,False
1200.79,14965.21,0.0,0,False,False,False,True,False
20663.58,0.0,0.0,0,False,False,False,True,False
77688.27,0.0,1106429.59,0,False,True,False,False,False
49152.25,0.0,1064388.86,0,False,True,False,False,False
84991.81,0.0,120774.88,0,False,False,False,False,True
201611.3,212293.3,0.0,0,True,False,False,False,False
133442.43,0.0,133442.43,0,False,True,False,False,False
4101.06,0.0,0.0,0,False,False,False,True,False
363164.88,0.0,858237.3,0,False,True,False,False,False
16723.1,3649.9,0.0,0,False,False,False,True,False
38877.46,0.0,1427781.8,0,False,True,False,False,False
4954668.86,0.0,5130756.03,0,False,False,False,False,True
75545.02,0.0,153105.91,0,False,True,False,False,False
65118.45,0.0,1086636.95,0,False,True,False,False,False
17316.85,0.0,0.0,0,False,False,False,True,False
5126.58,0.0,1737814.46,0,False,False,False,False,True
1706.21,19628.79,0.0,0,False,False,False,True,False
11016.8,211522.85,0.0,0,False,False,False,True,False
96435.48,0.0,265665.19,0,False,True,False,False,False
358382.3,0.0,358382.3,0,False,True,False,False,False
36916.17,0.0,999563.81,0,False,True,False,False,False
204095.97,920935.24,268956.17,0,True,False,False,False,False
322750.76,0.0,969729.25,0,False,True,False,False,False
325999.66,0.0,4594882.35,0,False,True,False,False,False
236866.31,0.0,3502005.48,0,False,True,False,False,False
395066.42,0.0,3844914.59,0,False,True,False,False,False
4215.42,36847.9,0.0,0,False,False,False,True,False
129542.82,2981985.05,446933.23,0,True,False,False,False,False
5043.03,0.0,0.0,0,False,False,False,True,False
182553.03,262517.03,0.0,0,True,False,False,False,False
92004.96,0.0,197860.59,0,False,True,False,False,False
78771.26,3882246.78,530726.75,0,True,False,False,False,False
54693.09,0.0,2461596.59,0,False,True,False,False,False
267289.07,268076.07,0.0,0,True,False,False,False,False
203323.49,364327.49,4558133.23,0,True,False,False,False,False
799.14,10013.86,0.0,0,False,False,False,True,False
1312222.13,0.0,7462971.71,0,False,False,False,False,True
883778.99,0.0,902869.97,0,False,False,False,False,True
90835.81,0.0,890361.68,0,False,True,False,False,False
23440.71,17355.29,0.0,0,False,False,False,True,False
42202.14,0.0,150137.98,0,False,True,False,False,False
317.15,41359.85,0.0,0,False,False,False,True,False
467138.26,0.0,1510773.47,0,False,False,False,False,True
620053.61,0.0,975305.84,0,False,True,False,False,False
164762.03,80295.98,360218.83,0,False,True,False,False,False
31688.71,0.0,0.0,0,False,False,False,True,False
9338.12,2136.88,0.0,0,False,False,False,True,False
50273.83,0.0,3268729.13,0,False,True,False,False,False
10182.83,0.0,0.0,0,False,False,False,True,False
151331.08,163420.08,0.0,0,True,False,False,False,False
3531.4,0.0,0.0,0,False,False,False,True,False
11562.01,678666.29,0.0,0,False,False,False,True,False
2271.09,0.0,0.0,0,False,False,False,True,False
29.74,92712.46,0.0,0,False,False,False,True,False
346.58,0.0,0.0,0,False,False,False,True,False
44463.81,0.0,0.0,0,False,False,False,True,False
7228.12,96636.88,0.0,0,False,False,False,True,False
81335.38,0.0,81335.38,0,False,True,False,False,False
361724.74,0.0,968186.89,0,False,True,False,False,False
91440.41,65091.59,1863063.43,0,False,True,False,False,False
20842.11,177177.89,0.0,0,False,False,False,True,False
245824.51,0.0,7194852.98,0,False,True,False,False,False
9524.09,11524.09,128922.06,0,True,False,False,False,False
522969.2,0.0,2107588.92,0,False,True,False,False,False
1654.41,0.0,0.0,0,False,False,False,True,False
4198.83,58428.17,228559.6,0,False,False,True,False,False
368318.66,368643.66,0.0,0,True,False,False,False,False
107312.63,0.0,107312.63,0,False,True,False,False,False
185445.26,0.0,1069352.05,0,False,True,False,False,False
2763.29,171192.36,0.0,0,False,False,False,True,False
60484.56,118429.44,647309.98,0,False,True,False,False,False
68579.39,0.0,618221.08,0,False,True,False,False,False
13120.11,0.0,0.0,0,False,False,False,True,False
22367.59,1624031.51,596102.35,0,True,False,False,False,False
12058.09,0.0,0.0,0,False,False,False,True,False
16460.05,13943.95,0.0,0,False,False,False,True,False
33912.18,0.0,33912.18,0,False,True,False,False,False
2396.45,0.0,0.0,0,False,False,False,True,False
14819.25,184358.72,0.0,0,False,False,False,True,False
108956.64,411395.36,742687.07,0,False,True,False,False,False
15654.98,806934.02,0.0,0,False,False,False,True,False
130611.02,0.0,130611.02,0,False,True,False,False,False
3494.17,132643.83,3494.17,0,False,True,False,False,False
3838.46,0.0,0.0,0,False,False,False,True,False
8974.22,42274.78,0.0,0,False,False,False,True,False
4387.97,73364.94,0.0,0,False,False,False,True,False
13094.07,0.0,0.0,0,False,False,False,True,False
6696.36,121368.73,0.0,0,False,False,False,True,False
29317.78,0.0,691573.64,0,False,True,False,False,False
391028.38,0.0,391028.38,0,False,True,False,False,False
95459.6,3036308.7,493235.81,0,True,False,False,False,False
69865.52,643045.48,69865.52,0,False,True,False,False,False
388959.69,0.0,3054856.34,0,False,True,False,False,False
112501.09,135296.09,0.0,0,True,False,False,False,False
39046.39,0.0,0.0,0,False,False,False,True,False
206353.98,13077280.57,623529.59,0,True,False,False,False,False
206982.18,0.0,1406621.91,0,False,True,False,False,False
214060.71,229677.71,823545.08,0,True,False,False,False,False
18628.31,0.0,0.0,0,False,False,False,True,False
3418679.39,0.0,19710878.17,0,False,False,False,False,True
7260.71,672261.29,0.0,0,False,False,False,True,False
206408.62,4625733.18,471382.31,0,True,False,False,False,False
14478.71,0.0,0.0,0,False,False,False,True,False
90917.46,0.0,612704.31,0,False,True,False,False,False
55670.51,0.0,0.0,0,False,False,False,True,False
78819.4,0.0,78819.4,0,False,True,False,False,False
14307.83,50750.17,0.0,0,False,False,False,True,False
101680.07,322003.07,0.0,0,True,False,False,False,False
26097.23,919822.9,280835.99,0,False,False,False,False,True
294909.64,0.0,793177.68,0,False,True,False,False,False
25060.49,0.0,139510.24,0,False,True,False,False,False
9282.87,0.0,0.0,0,False,False,False,True,False
23586.14,0.0,0.0,0,False,False,False,True,False
899138.57,0.0,12508032.66,0,False,False,False,False,True
39615.71,56912.25,0.0,0,False,False,False,True,False
145407.78,0.0,2654675.12,0,False,True,False,False,False
81290.44,0.0,0.0,0,False,True,False,False,False
159512.39,6829115.71,15287440.25,0,True,False,False,False,False
2800.91,1771.09,0.0,0,False,False,False,True,False
57486.27,67827.27,0.0,0,True,False,False,False,False
6912.92,15555.08,0.0,0,False,False,False,True,False
4691.15,0.0,0.0,0,False,False,False,True,False
185524.05,206555.05,1614310.29,0,True,False,False,False,False
305803.31,5543361.28,4142811.58,0,True,False,False,False,False
27374.41,0.0,1221793.48,0,False,True,False,False,False
114860.01,9292139.44,547165.28,0,True,False,False,False,False
17385.34,7032.15,0.0,0,False,False,False,True,False
21459.52,0.0,517489.38,0,False,True,False,False,False
201866.88,0.0,437654.1,0,False,True,False,False,False
53917.24,0.0,718634.24,0,False,True,False,False,False
257718.86,5177611.53,957112.67,0,True,False,False,False,False
407306.64,0.0,2945892.02,0,False,True,False,False,False
137946.38,0.0,624284.87,0,False,True,False,False,False
17132.74,0.0,0.0,0,False,False,False,True,False
11245.96,23563.04,0.0,0,False,False,False,True,False
36691.19,0.0,0.0,0,False,False,False,True,False
191249.36,221895.36,301385.13,0,True,False,False,False,False
340175.84,6395357.62,6547819.32,0,True,False,False,False,False
81784.16,0.0,300051.29,0,False,True,False,False,False
300603.52,0.0,1245766.51,0,False,False,False,False,True
75273.05,4522177.36,3073517.54,0,True,False,False,False,False
1460.57,6615.43,0.0,0,False,False,False,True,False
36374.29,36374.29,54263.21,0,True,False,False,False,False
503776.84,0.0,1398066.71,0,False,False,False,False,True
8900.13,0.0,0.0,0,False,False,False,True,False
63780.57,0.0,369310.75,0,False,True,False,False,False
607492.39,0.0,1581638.3,0,False,True,False,False,False
406337.08,0.0,1877294.06,0,False,True,False,False,False
268796.74,378497.68,130865.81,0,True,False,False,False,False
16847.09,0.0,0.0,0,False,False,False,True,False
2275363.06,0.0,49042360.26,0,False,False,False,False,True
222382.39,612517.39,4664685.49,0,True,False,False,False,False
32030.22,0.0,32030.22,0,False,True,False,False,False
1277953.56,0.0,1277953.56,0,False,False,False,False,True
59244.53,0.0,2925861.84,0,False,True,False,False,False
9670.08,119869.61,0.0,0,False,False,False,True,False
93689.97,0.0,536199.58,0,False,True,False,False,False
653802.24,6619228.39,1759331.62,0,True,False,False,False,False
62768.03,0.0,7353780.1,0,False,True,False,False,False
10264.51,86671.49,489769.56,0,False,True,False,False,False
4617.8,0.0,0.0,0,False,False,False,True,False
16254.98,0.0,0.0,0,False,False,False,True,False
11498.25,0.0,0.0,0,False,False,False,True,False
4275.7,0.0,0.0,0,False,False,False,True,False
32326.71,6900966.17,399370.14,0,True,False,False,False,False
281896.59,8860017.84,8316.61,0,True,False,False,False,False
1630.45,652512.55,0.0,0,False,False,False,True,False
154448.62,0.0,154448.62,0,False,True,False,False,False
49230.66,0.0,198242.55,0,False,True,False,False,False
145649.38,666637.38,195827.34,0,True,False,False,False,False
64776.83,165332.83,0.0,0,True,False,False,False,False
162402.17,0.0,162402.17,0,False,False,False,False,True
36795.41,0.0,446817.84,0,False,True,False,False,False
4164.7,6228.3,0.0,0,False,False,False,True,False
41317.19,0.0,663718.07,0,False,True,False,False,False
9637.52,20930.48,0.0,0,False,False,False,True,False
91642.18,0.0,3533795.01,0,False,True,False,False,False
17080.85,71447.8,0.0,0,False,False,False,True,False
145812.71,4124876.52,70592.9,0,True,False,False,False,False
192433.44,12590523.79,1145534.39,0,True,False,False,False,False
40610.01,8885072.23,5304606.06,0,True,False,False,False,False
31282.22,0.0,2771502.75,0,False,True,False,False,False
14312.95,0.0,198403.34,0,False,True,False,False,False
328549.89,0.0,14574748.83,0,False,False,False,False,True
1561.22,62093.78,0.0,0,False,False,False,True,False
221895.79,0.0,568143.14,0,False,False,False,False,True
144431.41,3220185.0,1134602.86,0,True,False,False,False,False
63499.83,7469099.07,133073.11,0,True,False,False,False,False
55189.83,0.0,329325.54,0,False,True,False,False,False
372848.83,547253.81,7852593.45,0,True,False,False,False,False
103226.5,240425.5,5331378.73,0,True,False,False,False,False
534451.53,0.0,534451.53,0,False,False,False,False,True
203005.55,0.0,3044864.23,0,False,True,False,False,False
13843.93,0.0,0.0,0,False,False,False,True,False
204168.22,0.0,490578.59,0,False,True,False,False,False
59430.89,1454071.7,500794.68,0,True,False,False,False,False
132160.46,732316.54,976404.44,0,True,False,False,False,False
269079.3,4957224.72,1823721.66,0,True,False,False,False,False
25761.82,43090.82,237032.89,0,True,False,False,False,False
276839.92,0.0,3339153.92,0,False,True,False,False,False
204672.03,222646.03,0.0,0,True,False,False,False,False
116657.08,118114.08,0.0,0,True,False,False,False,False
207687.85,0.0,3722600.76,0,False,True,False,False,False
469729.9,0.0,7133325.74,0,False,False,False,False,True
5908.02,25065.09,0.0,0,False,False,False,True,False
213440.39,0.0,213440.39,0,False,True,False,False,False
2156.53,374258.62,0.0,0,False,False,False,True,False
9551.78,0.0,0.0,0,False,False,False,True,False
12190.93,637014.5,0.0,0,False,False,False,True,False
382856.64,0.0,382856.64,0,False,False,False,False,True
11200.87,29233.13,0.0,0,False,False,False,True,False
177822.84,0.0,4120237.15,0,False,True,False,False,False
2648.24,0.0,0.0,0,False,False,False,True,False
42589.24,73517.76,113880.99,0,False,True,False,False,False
196107.76,4340898.04,1001710.29,0,True,False,False,False,False
22303.48,0.0,0.0,0,False,False,False,True,False
157429.55,0.0,389933.66,0,False,True,False,False,False
275032.84,5525335.07,269523.35,0,True,False,False,False,False
508178.98,0.0,508178.98,0,False,True,False,False,False
163702.53,39203.47,163702.53,0,False,True,False,False,False
23787.71,0.0,0.0,0,False,False,False,True,False
65880.05,80254.05,3688400.6,0,True,False,False,False,False
87347.84,0.0,363759.04,0,False,True,False,False,False
222162.97,0.0,4928271.25,0,False,True,False,False,False
57786.0,754589.19,0.0,0,True,False,False,False,False
194399.24,0.0,237638.12,0,False,True,False,False,False
6349.1,854414.48,0.0,0,False,False,False,True,False
37234.65,109232.42,0.0,0,False,False,False,True,False
141251.51,0.0,6882322.28,0,False,True,False,False,False
90028.57,385560.91,5923319.22,0,True,False,False,False,False
399041.57,1463496.28,1611298.02,0,True,False,False,False,False
82980.22,0.0,4838141.92,0,False,True,False,False,False
235731.61,0.0,270499.12,0,False,True,False,False,False
7928.88,0.0,0.0,0,False,False,False,True,False
5517.94,0.0,0.0,0,False,False,False,True,False
345368.42,3826412.4,1393287.4,0,True,False,False,False,False
7843.52,0.0,0.0,0,False,False,False,True,False
220355.59,1136070.21,1081698.86,0,True,False,False,False,False
796.22,100238.22,577610.72,0,True,False,False,False,False
2435.19,0.0,0.0,0,False,False,False,True,False
372072.57,0.0,1479699.89,0,False,True,False,False,False
250970.78,508800.57,395795.09,0,True,False,False,False,False
126832.22,82102.04,4172186.1,0,False,True,False,False,False
4423.33,0.0,0.0,0,False,False,False,True,False
74192.07,2890477.13,38744.58,0,True,False,False,False,False
48959.94,139016.94,835177.44,0,True,False,False,False,False
25320.12,0.0,0.0,0,False,False,False,True,False
110256.98,491630.7,3401219.29,0,True,False,False,False,False
9518.35,0.0,0.0,0,False,False,False,True,False
301.9,1809357.56,0.0,0,False,False,False,True,False
24050.12,0.0,0.0,0,False,False,False,True,False
6670.59,15766.41,0.0,0,False,False,False,True,False
446522.74,991203.95,4895909.69,0,True,False,False,False,False
31714.71,0.0,2459436.04,0,False,True,False,False,False
507481.88,917714.88,0.0,0,True,False,False,False,False
114998.16,141774.16,0.0,0,True,False,False,False,False
119958.19,0.0,119958.19,0,False,True,False,False,False
202495.7,0.0,662417.31,0,False,True,False,False,False
16962.0,0.0,0.0,0,False,False,False,True,False
235438.77,0.0,1277272.94,0,False,True,False,False,False
127659.98,0.0,382388.9,0,False,True,False,False,False
224907.26,3225236.11,359131.23,0,True,False,False,False,False
214051.4,5780949.72,3614222.15,0,True,False,False,False,False
201934.47,0.0,425271.21,0,False,True,False,False,False
71945.39,0.0,71945.39,0,False,False,False,False,True
1173199.28,0.0,1173199.28,0,False,False,False,False,True
174625.38,0.0,731893.91,0,False,True,False,False,False
136734.91,0.0,136734.91,0,False,True,False,False,False
5189.16,6422.84,0.0,0,False,False,False,True,False
1560.98,22031.02,0.0,0,False,False,False,True,False
11881.01,60582.99,0.0,0,False,False,False,True,False
15156.8,0.0,0.0,0,False,False,False,True,False
1954.6,14117351.24,54703.82,0,True,False,False,False,False
17398.99,0.0,0.0,0,False,False,False,True,False
334696.09,0.0,730602.08,0,False,True,False,False,False
73277.02,9406421.04,477693.43,0,True,False,False,False,False
904.83,0.0,0.0,0,False,False,False,True,False
4196.21,0.0,0.0,0,False,False,False,True,False
3661.11,0.0,0.0,0,False,False,False,True,False
106993.33,577932.08,1171588.25,0,True,False,False,False,False
564676.02,0.0,1485130.38,0,False,False,False,False,True
22056.36,0.0,347049.18,0,False,True,False,False,False
6532.08,0.0,0.0,0,False,False,False,True,False
132864.57,0.0,263509.17,0,False,True,False,False,False
96185.99,0.0,1143359.64,0,False,True,False,False,False
8034.47,0.0,0.0,0,False,False,False,True,False
525037.64,12253500.36,4573168.09,0,True,False,False,False,False
152490.55,0.0,350338.71,0,False,False,False,False,True
46672.82,0.0,1245356.69,0,False,True,False,False,False
110366.23,0.0,14179628.07,0,False,False,False,False,True
280661.76,300774.76,3333478.27,0,True,False,False,False,False
5871.77,0.0,0.0,0,False,False,False,True,False
581.22,134197.17,0.0,0,False,False,False,True,False
145320.68,795492.83,943185.38,0,True,False,False,False,False
85516.51,106654.51,0.0,0,True,False,False,False,False
28441.09,30662.19,0.0,0,False,False,False,True,False
10000000.0,0.0,42840980.47,0,False,False,False,False,True
20758.48,239385.52,0.0,0,False,False,False,True,False
98568.44,2143988.03,359684.5,0,True,False,False,False,False
2715.14,0.0,0.0,0,False,False,False,True,False
176916.69,0.0,438523.56,0,False,True,False,False,False
600709.49,0.0,128704.56,0,False,True,False,False,False
18131.26,0.0,0.0,0,False,False,False,True,False
268070.22,0.0,944889.76,0,False,False,False,False,True
7528.55,0.0,0.0,0,False,False,False,True,False
206920.39,8879558.37,1420515.02,0,True,False,False,False,False
44403.66,0.0,2514656.52,0,False,False,False,False,True
154068.57,0.0,382387.3,0,False,True,False,False,False
20801.53,0.0,1722928.97,0,False,True,False,False,False
129643.57,0.0,2779625.93,0,False,False,False,False,True
432891.21,0.0,673470.43,0,False,True,False,False,False
15148.5,0.0,0.0,0,False,False,False,True,False
12110.56,0.0,0.0,0,False,False,False,True,False
376765.96,11825119.86,1849546.34,0,True,False,False,False,False
25752.17,0.0,0.0,0,False,False,False,True,False
44868.92,16789812.6,631726.74,0,True,False,False,False,False
20714.85,0.0,0.0,0,False,False,False,True,False
138077.27,0.0,552282.08,0,False,True,False,False,False
120232.47,0.0,2071047.48,0,False,True,False,False,False
207278.95,0.0,504083.22,0,False,False,False,False,True
9700.68,97547.32,0.0,0,False,False,False,True,False
61764.8,0.0,249046.67,0,False,True,False,False,False
1694.59,36129.41,0.0,0,False,False,False,True,False
15336.07,0.0,0.0,0,False,False,False,True,False
147185.49,153225.49,0.0,0,True,False,False,False,False
121479.17,0.0,739395.07,0,False,True,False,False,False
52592.2,6890087.98,346838.75,0,True,False,False,False,False
54551.9,15345384.0,344284.1,0,True,False,False,False,False
28225.89,0.0,0.0,0,False,False,False,True,False
938.21,0.0,0.0,0,False,False,False,True,False
364211.19,567057.19,378142.23,0,True,False,False,False,False
310998.07,414207.07,284934.27,0,True,False,False,False,False
23664.98,0.0,0.0,0,False,False,False,True,False
98323.23,0.0,207807.03,0,False,True,False,False,False
110547.17,0.0,736948.11,0,False,True,False,False,False
35475.73,8021938.57,4072654.58,0,True,False,False,False,False
205760.46,0.0,205760.46,0,False,True,False,False,False
30124.83,2599088.13,99958.32,0,True,False,False,False,False
171011.47,0.0,1566870.27,0,False,True,False,False,False
149243.07,0.0,1251867.0,0,False,True,False,False,False
23377.93,0.0,284690.24,0,False,True,False,False,False
195278.89,0.0,556269.33,0,False,True,False,False,False
240822.39,0.0,2578734.34,0,False,True,False,False,False
1205460.96,0.0,3846051.15,0,False,False,False,False,True
12115.34,892045.29,0.0,0,False,False,False,True,False
18446.08,31441.92,0.0,0,False,False,False,True,False
1162531.72,0.0,5303020.25,0,False,False,False,False,True
1662848.37,0.0,3758002.22,0,False,False,False,False,True
223574.47,0.0,1113613.81,0,False,True,False,False,False
12794.29,0.0,0.0,0,False,False,False,True,False
472173.04,0.0,903582.18,0,False,True,False,False,False
4474.73,316360.27,0.0,0,False,False,False,True,False
474889.3,495420.3,0.0,0,True,False,False,False,False
334917.35,376674.35,2931105.24,0,True,False,False,False,False
1954.43,0.0,0.0,0,False,False,False,True,False
193631.66,0.0,392134.82,0,False,True,False,False,False
86889.97,3412395.72,217702.21,0,True,False,False,False,False
7529.48,0.0,0.0,0,False,False,False,True,False
100831.83,142298.83,0.0,0,True,False,False,False,False
310863.09,0.0,2136007.29,0,False,True,False,False,False
9678.05,5138.95,43228.63,0,False,False,False,False,True
122953.36,0.0,5816437.53,0,False,True,False,False,False
184467.94,0.0,607063.52,0,False,True,False,False,False
1097844.45,0.0,1422761.93,0,False,False,False,False,True
295970.76,0.0,1023018.76,0,False,True,False,False,False
192491.33,648208.19,5314.89,0,True,False,False,False,False
198445.12,317385.12,101649.59,0,True,False,False,False,False
41630.36,1383724.03,2143216.48,0,True,False,False,False,False
31209.37,0.0,472539.54,0,False,True,False,False,False
18499.5,0.0,874356.08,0,False,True,False,False,False
120978.37,5156896.69,518315.26,0,True,False,False,False,False
190872.96,244938.96,0.0,0,True,False,False,False,False
137333.55,0.0,1880687.72,0,False,True,False,False,False
143376.05,7337204.24,334718.85,0,True,False,False,False,False
35707.56,50091.56,0.0,0,True,False,False,False,False
206797.67,19270868.01,1199599.05,0,True,False,False,False,False
420618.22,0.0,1167823.04,0,False,True,False,False,False
271364.67,0.0,1374865.05,0,False,True,False,False,False
409521.86,0.0,1061944.03,0,False,True,False,False,False
23803.98,72156.02,0.0,0,False,False,False,True,False
109203.67,0.0,109203.67,0,False,True,False,False,False
108561.29,9287230.09,275659.0,0,True,False,False,False,False
10526.4,676.6,0.0,0,False,False,False,True,False
354776.5,2842524.09,345736.99,0,True,False,False,False,False
332896.78,439026.78,1481917.93,0,True,False,False,False,False
260381.37,14501681.12,235014.41,0,True,False,False,False,False
7606.35,0.0,0.0,0,False,False,False,True,False
201638.06,0.0,3116476.8,0,False,True,False,False,False
23798.34,0.0,23798.34,0,False,True,False,False,False
36688.24,162980.24,1416777.17,0,True,False,False,False,False
138757.22,0.0,472475.28,0,False,False,False,False,True
189287.64,0.0,2159226.97,0,False,True,False,False,False
93324.09,7805250.11,23591.98,0,True,False,False,False,False
1061.5,15640.5,0.0,0,False,False,False,True,False
11252.65,53310.35,0.0,0,False,False,False,True,False
196831.08,0.0,777475.58,0,False,True,False,False,False
399022.22,0.0,2502362.29,0,False,False,False,False,True
7942.91,10680.09,0.0,0,False,False,False,True,False
1448.65,105730.35,0.0,0,False,False,False,True,False
639558.06,0.0,2114451.45,0,False,False,False,False,True
130332.03,0.0,156677.69,0,False,False,False,False,True
1222152.4,0.0,2556378.11,0,False,False,False,False,True
6071.19,0.0,0.0,0,False,False,False,True,False
12513.41,0.0,0.0,0,False,False,False,True,False
25370.94,26305229.02,3694892.82,0,True,False,False,False,False
152834.77,173672.77,212165.52,0,True,False,False,False,False
108474.21,119633.21,0.0,0,True,False,False,False,False
34051.03,3567615.61,4358734.91,0,True,False,False,False,False
8369.88,370407.57,0.0,0,False,False,False,True,False
176458.44,0.0,377327.71,0,False,True,False,False,False
12052.32,0.0,0.0,0,False,False,False,True,False
357835.89,986511.89,0.0,0,True,False,False,False,False
5196.3,0.0,0.0,0,False,False,False,True,False
91106.61,116000.61,1795071.51,0,True,False,False,False,False
598.31,93782.69,0.0,0,False,False,False,True,False
245734.5,0.0,697324.41,0,False,True,False,False,False
22988.64,330670.57,256663.78,0,False,True,False,False,False
5655.95,454583.26,0.0,0,False,False,False,True,False
12736.54,0.0,0.0,0,False,False,False,True,False
242993.4,0.0,490051.8,0,False,True,False,False,False
85980.9,689010.58,2382030.2,0,True,False,False,False,False
74400.81,0.0,240830.37,0,False,True,False,False,False
126937.58,0.0,126937.58,0,False,True,False,False,False
164992.85,0.0,366401.34,0,False,True,False,False,False
43696.64,0.0,7127266.31,0,False,True,False,False,False
27289.9,0.0,0.0,0,False,False,False,True,False
127389.68,0.0,833651.92,0,False,False,False,False,True
20158.45,0.0,0.0,0,False,False,False,True,False
106334.05,18386131.74,2029199.44,0,True,False,False,False,False
169550.02,7118058.72,1313834.22,0,True,False,False,False,False
10743.37,94152.63,0.0,0,False,False,False,True,False
26408.86,0.0,109474.05,0,False,True,False,False,False
116170.17,0.0,3402730.53,0,False,True,False,False,False
214032.92,1885117.6,14085.4,0,True,False,False,False,False
315848.73,22763328.95,407300.43,0,True,False,False,False,False
32540.85,0.0,0.0,0,False,False,False,True,False
176988.49,1498734.58,1183780.94,0,True,False,False,False,False
32016.86,14742126.64,915410.69,0,True,False,False,False,False
106040.22,0.0,2645351.75,0,False,True,False,False,False
237550.73,5947361.55,3865510.74,0,True,False,False,False,False
672626.73,0.0,3101809.91,0,False,False,False,False,True
61024.3,0.0,1143944.67,0,False,True,False,False,False
33941.82,646267.82,0.0,0,True,False,False,False,False
95817.59,62318.8,261726.77,0,False,True,False,False,False
22137.74,168999.26,0.0,0,False,False,False,True,False
130386.47,0.0,3179033.97,0,False,True,False,False,False
15972.39,0.0,0.0,0,False,False,False,True,False
120103.39,0.0,2360302.26,0,False,True,False,False,False
137709.31,0.0,176330.58,0,False,True,False,False,False
68868.56,0.0,68868.56,0,False,True,False,False,False
247589.38,0.0,277488.67,0,False,True,False,False,False
2289893.17,0.0,13405262.75,0,False,False,False,False,True
146.34,106375.66,0.0,0,False,False,False,True,False
127957.76,128398.76,2850041.42,0,True,False,False,False,False
263829.05,4239141.09,1167933.98,0,True,False,False,False,False
59733.06,79600.06,0.0,0,True,False,False,False,False
117026.55,0.0,398612.44,0,False,True,False,False,False
20497.03,0.0,20497.03,0,False,True,False,False,False
15169.22,150642.34,0.0,0,False,False,False,True,False
37626.47,226193.53,1948165.57,0,False,True,False,False,False
355334.54,0.0,1661319.76,0,False,True,False,False,False
120705.58,0.0,544174.75,0,False,True,False,False,False
63111.85,0.0,63111.85,0,False,True,False,False,False
123865.88,142758.88,0.0,0,True,False,False,False,False
131075.08,0.0,3366250.79,0,False,True,False,False,False
106735.47,0.0,1520066.29,0,False,True,False,False,False
3118.88,69108.12,0.0,0,False,False,False,True,False
4092.86,4925.14,0.0,0,False,False,False,True,False
799.16,0.0,0.0,0,False,False,False,True,False
420546.65,0.0,2481825.7,0,False,True,False,False,False
179360.25,0.0,312873.58,0,False,True,False,False,False
3231.86,0.0,0.0,0,False,False,False,True,False
2049672.46,0.0,3157752.6,0,False,False,False,False,True
108888.61,2740629.71,365269.7,0,True,False,False,False,False
55186.96,55637.96,4426153.0,0,True,False,False,False,False
135166.12,0.0,372235.22,0,False,True,False,False,False
75090.43,0.0,346952.89,0,False,True,False,False,False
139595.02,7249317.46,1576360.56,0,True,False,False,False,False
46128.55,1147269.06,648378.18,0,True,False,False,False,False
